Date/Time,Word Count,ar,de,en,es,es-419,fr,it,ja,ko,pl,pt-BR,ru,tr,zh-Hans
2025.06.27-18.03.20,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0
